ID_Lote,Fecha,ID_Producto,ID_Linea,ID_Turno,Leche_Usada_Litros,Azucar_Usada_Kg,Otros_Insumos_Kg,Produccion_Programada_Kg,Produccion_Real_Kg,Produccion_Conforme_Kg,Produccion_Defectuosa_Kg,Tiempo_Planificado_Horas,Tiempo_Operativo_Horas,Tiempo_Parada_Horas,Tiempo_Total_Horas,Consumo_Vapor_m3,Consumo_Energia_kWh,Costo_Materia_Prima_USD,Costo_Energia_USD,Costo_ManoObra_USD,Costo_Total_USD,Costo_Unitario_USD_Kg,Estado_Calidad,Nombre_Producto,Categoria_Producto,Presentacion_Kg,Rendimiento_Teorico_L_Kg,Nombre_Linea,Capacidad_Nominal_Kg_Hora,Nombre_Turno
LOT-202606-0964,2026-06-27,PROD004,LIN003,TUR002,3364.94,160.0,16.0,800,778.04,726.11,51.93,1.0,1.02,0.57,1.59,389.89,267.11,1549.27,499.92,174.9,2224.09,2.86,Rechazado / Reproceso,Manjar Repostero 1kg,Industrial/Repostería,1.0,4.1,Línea 3 - Continua 2000L,800,Tarde (14:00 - 22:00)
LOT-202606-0965,2026-06-28,PROD005,LIN001,TUR003,894.32,40.0,4.0,200,190.07,178.6,11.47,0.8,0.84,0.0,0.84,96.81,59.31,409.61,123.29,37.8,570.7,3.0,Rechazado / Reproceso,Manjar Alfajorero 5kg,Industrial,5.0,4.3,Línea 1 - Marmitas 500L,250,Noche (22:00 - 06:00)
LOT-202606-0966,2026-06-28,PROD002,LIN001,TUR001,753.31,40.0,4.0,200,201.27,197.67,3.6,0.8,0.76,0.67,1.43,95.98,74.33,350.39,124.1,64.35,538.84,2.68,Aprobado A1,Manjar Tradicional 500g,Familiar,0.5,3.8,Línea 1 - Marmitas 500L,250,Mañana (06:00 - 14:00)
LOT-202606-0967,2026-06-28,PROD002,LIN001,TUR001,969.86,50.0,5.0,250,247.7,242.23,5.47,1.0,1.0,0.79,1.79,133.35,88.69,449.84,170.66,80.55,701.05,2.83,Aprobado A1,Manjar Tradicional 500g,Familiar,0.5,3.8,Línea 1 - Marmitas 500L,250,Mañana (06:00 - 14:00)
LOT-202606-0968,2026-06-28,PROD005,LIN003,TUR003,3488.87,160.0,16.0,800,771.41,760.97,10.44,1.0,1.04,0.71,1.75,356.22,253.54,1601.33,457.89,192.5,2251.72,2.92,Aprobado A1,Manjar Alfajorero 5kg,Industrial,5.0,4.3,Línea 3 - Continua 2000L,800,Noche (22:00 - 06:00)
LOT-202606-0969,2026-06-28,PROD003,LIN003,TUR003,3054.96,160.0,16.0,800,789.43,762.84,26.59,1.0,0.97,0.29,1.26,376.97,289.32,1419.08,487.08,138.6,2044.76,2.59,Aprobado con Observaciones,Manjar Tradicional 1kg,Familiar,1.0,3.8,Línea 3 - Continua 2000L,800,Noche (22:00 - 06:00)
LOT-202606-0970,2026-06-28,PROD004,LIN003,TUR001,2924.0,140.0,14.0,700,682.56,661.55,21.01,0.88,0.94,0.74,1.68,331.12,246.5,1347.08,426.92,184.8,1958.8,2.87,Aprobado con Observaciones,Manjar Repostero 1kg,Industrial/Repostería,1.0,4.1,Línea 3 - Continua 2000L,800,Mañana (06:00 - 14:00)
LOT-202606-0971,2026-06-29,PROD002,LIN001,TUR002,986.56,50.0,5.0,250,241.19,234.25,6.94,1.0,1.02,0.0,1.02,115.08,78.24,456.86,147.48,45.9,650.24,2.7,Aprobado con Observaciones,Manjar Tradicional 500g,Familiar,0.5,3.8,Línea 1 - Marmitas 500L,250,Tarde (14:00 - 22:00)
LOT-202606-0972,2026-06-29,PROD002,LIN001,TUR002,769.68,40.0,4.0,200,190.29,187.28,3.01,0.8,0.84,0.91,1.75,94.06,68.83,357.27,121.13,78.75,557.15,2.93,Aprobado A1,Manjar Tradicional 500g,Familiar,0.5,3.8,Línea 1 - Marmitas 500L,250,Tarde (14:00 - 22:00)
LOT-202606-0973,2026-06-29,PROD002,LIN003,TUR001,2667.94,140.0,14.0,700,653.8,639.59,14.21,0.88,0.87,0.0,0.87,305.33,198.24,1239.53,390.18,95.7,1725.41,2.64,Aprobado A1,Manjar Tradicional 500g,Familiar,0.5,3.8,Línea 3 - Continua 2000L,800,Mañana (06:00 - 14:00)
LOT-202606-0974,2026-06-29,PROD003,LIN003,TUR002,2587.45,140.0,14.0,700,685.4,675.0,10.4,0.88,0.85,0.0,0.85,330.88,202.33,1205.73,421.34,93.5,1720.57,2.51,Aprobado A1,Manjar Tradicional 1kg,Familiar,1.0,3.8,Línea 3 - Continua 2000L,800,Tarde (14:00 - 22:00)
LOT-202606-0975,2026-06-29,PROD005,LIN003,TUR002,3055.28,140.0,14.0,700,689.75,682.84,6.91,0.88,0.87,0.0,0.87,355.63,244.74,1402.22,456.12,95.7,1954.04,2.83,Aprobado A1,Manjar Alfajorero 5kg,Industrial,5.0,4.3,Línea 3 - Continua 2000L,800,Tarde (14:00 - 22:00)
LOT-202606-0976,2026-06-30,PROD003,LIN001,TUR002,1162.11,60.0,6.0,300,290.72,281.87,8.85,1.2,1.27,0.71,1.98,156.95,87.24,539.09,198.81,89.1,827.0,2.84,Aprobado con Observaciones,Manjar Tradicional 1kg,Familiar,1.0,3.8,Línea 1 - Marmitas 500L,250,Tarde (14:00 - 22:00)
LOT-202606-0977,2026-06-30,PROD001,LIN001,TUR002,967.23,50.0,5.0,250,244.74,225.82,18.92,1.0,1.0,0.0,1.0,124.09,89.33,448.74,159.63,45.0,653.37,2.67,Rechazado / Reproceso,Manjar Tradicional 250g,Familiar,0.25,3.8,Línea 1 - Marmitas 500L,250,Tarde (14:00 - 22:00)
LOT-202606-0978,2026-06-30,PROD002,LIN001,TUR002,1108.5,60.0,6.0,300,285.19,278.35,6.84,1.2,1.22,0.33,1.55,153.24,100.59,516.57,195.96,69.75,782.28,2.74,Aprobado A1,Manjar Tradicional 500g,Familiar,0.5,3.8,Línea 1 - Marmitas 500L,250,Tarde (14:00 - 22:00)
LOT-202606-0979,2026-06-30,PROD002,LIN002,TUR002,2365.88,120.0,12.0,600,582.2,568.08,14.12,1.2,1.22,0.89,2.11,290.49,214.87,1095.67,374.37,158.25,1628.29,2.8,Aprobado A1,Manjar Tradicional 500g,Familiar,0.5,3.8,Línea 2 - Marmitas 1000L,500,Tarde (14:00 - 22:00)
LOT-202606-0980,2026-06-30,PROD002,LIN002,TUR001,1499.94,80.0,8.0,400,392.08,369.46,22.62,0.8,0.78,0.0,0.78,192.06,113.79,697.97,244.13,58.5,1000.6,2.55,Rechazado / Reproceso,Manjar Tradicional 500g,Familiar,0.5,3.8,Línea 2 - Marmitas 1000L,500,Mañana (06:00 - 14:00)
LOT-202606-0981,2026-06-30,PROD002,LIN003,TUR001,2642.11,140.0,14.0,700,688.13,642.2,45.93,0.88,0.88,0.0,0.88,350.24,223.5,1228.69,447.11,96.8,1772.6,2.58,Rechazado / Reproceso,Manjar Tradicional 500g,Familiar,0.5,3.8,Línea 3 - Continua 2000L,800,Mañana (06:00 - 14:00)
LOT-202606-0982,2026-06-30,PROD001,LIN003,TUR002,3843.2,200.0,20.0,1000,961.73,903.33,58.4,1.25,1.27,0.0,1.27,510.44,322.9,1784.14,651.28,139.7,2575.12,2.68,Rechazado / Reproceso,Manjar Tradicional 250g,Familiar,0.25,3.8,Línea 3 - Continua 2000L,800,Tarde (14:00 - 22:00)
LOT-202606-0983,2026-06-30,PROD003,LIN003,TUR003,2663.85,140.0,14.0,700,673.71,659.11,14.6,0.88,0.94,0.0,0.94,361.22,219.59,1237.82,459.81,103.4,1801.03,2.67,Aprobado A1,Manjar Tradicional 1kg,Familiar,1.0,3.8,Línea 3 - Continua 2000L,800,Noche (22:00 - 06:00)
LOT-202607-0984,2026-07-01,PROD001,LIN001,TUR001,957.09,50.0,5.0,250,249.99,226.12,23.87,1.0,0.99,0.0,0.99,124.93,84.1,444.48,160.01,44.55,649.04,2.6,Rechazado / Reproceso,Manjar Tradicional 250g,Familiar,0.25,3.8,Línea 1 - Marmitas 500L,250,Mañana (06:00 - 14:00)
LOT-202607-0985,2026-07-01,PROD005,LIN001,TUR003,1277.27,60.0,6.0,300,283.91,278.42,5.49,1.2,1.26,0.0,1.26,146.16,84.14,587.45,185.49,56.7,829.64,2.92,Aprobado A1,Manjar Alfajorero 5kg,Industrial,5.0,4.3,Línea 1 - Marmitas 500L,250,Noche (22:00 - 06:00)
LOT-202607-0986,2026-07-01,PROD001,LIN002,TUR001,1573.47,80.0,8.0,400,394.88,388.0,6.88,0.8,0.79,0.0,0.79,193.06,138.68,728.86,248.31,59.25,1036.42,2.62,Aprobado A1,Manjar Tradicional 250g,Familiar,0.25,3.8,Línea 2 - Marmitas 1000L,500,Mañana (06:00 - 14:00)
LOT-202607-0987,2026-07-01,PROD003,LIN002,TUR002,2321.97,120.0,12.0,600,589.2,582.47,6.73,1.2,1.28,0.0,1.28,307.34,206.62,1077.23,393.6,96.0,1566.83,2.66,Aprobado A1,Manjar Tradicional 1kg,Familiar,1.0,3.8,Línea 2 - Marmitas 1000L,500,Tarde (14:00 - 22:00)
LOT-202607-0988,2026-07-01,PROD001,LIN003,TUR002,2974.64,160.0,16.0,800,791.52,718.83,72.69,1.0,1.03,0.23,1.26,388.66,241.53,1385.35,495.38,138.6,2019.33,2.55,Rechazado / Reproceso,Manjar Tradicional 250g,Familiar,0.25,3.8,Línea 3 - Continua 2000L,800,Tarde (14:00 - 22:00)
LOT-202607-0989,2026-07-02,PROD001,LIN002,TUR001,1489.91,80.0,8.0,400,380.41,347.39,33.02,0.8,0.86,0.0,0.86,200.96,134.44,693.76,257.28,64.5,1015.54,2.67,Rechazado / Reproceso,Manjar Tradicional 250g,Familiar,0.25,3.8,Línea 2 - Marmitas 1000L,500,Mañana (06:00 - 14:00)
LOT-202607-0990,2026-07-02,PROD004,LIN002,TUR001,2519.8,120.0,12.0,600,581.48,572.35,9.13,1.2,1.15,0.0,1.15,302.12,207.45,1160.32,387.44,86.25,1634.01,2.81,Aprobado A1,Manjar Repostero 1kg,Industrial/Repostería,1.0,4.1,Línea 2 - Marmitas 1000L,500,Mañana (06:00 - 14:00)
LOT-202607-0991,2026-07-02,PROD004,LIN002,TUR003,2044.07,100.0,10.0,500,491.09,473.08,18.01,1.0,0.99,0.0,0.99,242.23,175.32,943.51,311.71,74.25,1329.47,2.71,Aprobado con Observaciones,Manjar Repostero 1kg,Industrial/Repostería,1.0,4.1,Línea 2 - Marmitas 1000L,500,Noche (22:00 - 06:00)
LOT-202607-0992,2026-07-03,PROD002,LIN001,TUR001,1147.34,60.0,6.0,300,296.82,283.05,13.77,1.2,1.27,0.0,1.27,155.79,104.75,532.88,199.52,57.15,789.55,2.66,Aprobado con Observaciones,Manjar Tradicional 500g,Familiar,0.5,3.8,Línea 1 - Marmitas 500L,250,Mañana (06:00 - 14:00)
LOT-202607-0993,2026-07-03,PROD003,LIN002,TUR003,1882.03,100.0,10.0,500,498.11,493.86,4.25,1.0,0.95,0.47,1.42,267.99,158.95,875.45,340.66,106.5,1322.61,2.66,Aprobado A1,Manjar Tradicional 1kg,Familiar,1.0,3.8,Línea 2 - Marmitas 1000L,500,Noche (22:00 - 06:00)
LOT-202607-0994,2026-07-03,PROD003,LIN003,TUR002,2585.07,140.0,14.0,700,672.95,659.48,13.47,0.88,0.93,0.0,0.93,315.66,247.63,1204.73,408.51,102.3,1715.54,2.55,Aprobado A1,Manjar Tradicional 1kg,Familiar,1.0,3.8,Línea 3 - Continua 2000L,800,Tarde (14:00 - 22:00)
LOT-202607-0995,2026-07-03,PROD003,LIN003,TUR002,2614.2,140.0,14.0,700,668.98,654.26,14.72,0.88,0.86,0.0,0.86,337.11,224.9,1216.96,431.52,94.6,1743.08,2.61,Aprobado A1,Manjar Tradicional 1kg,Familiar,1.0,3.8,Línea 3 - Continua 2000L,800,Tarde (14:00 - 22:00)
LOT-202607-0996,2026-07-03,PROD005,LIN003,TUR002,4369.03,200.0,20.0,1000,944.55,912.99,31.56,1.25,1.34,0.47,1.81,439.69,345.63,2004.99,569.1,199.1,2773.19,2.94,Aprobado con Observaciones,Manjar Alfajorero 5kg,Industrial,5.0,4.3,Línea 3 - Continua 2000L,800,Tarde (14:00 - 22:00)
LOT-202607-0997,2026-07-04,PROD004,LIN001,TUR001,1052.33,50.0,5.0,250,242.34,240.2,2.14,1.0,0.99,0.47,1.46,122.51,87.08,484.48,157.46,65.7,707.64,2.92,Aprobado A1,Manjar Repostero 1kg,Industrial/Repostería,1.0,4.1,Línea 1 - Marmitas 500L,250,Mañana (06:00 - 14:00)
LOT-202607-0998,2026-07-04,PROD004,LIN002,TUR001,2508.15,120.0,12.0,600,571.13,546.47,24.66,1.2,1.26,0.0,1.26,287.74,168.34,1155.42,365.49,94.5,1615.41,2.83,Aprobado con Observaciones,Manjar Repostero 1kg,Industrial/Repostería,1.0,4.1,Línea 2 - Marmitas 1000L,500,Mañana (06:00 - 14:00)
LOT-202607-0999,2026-07-04,PROD004,LIN003,TUR001,4061.01,200.0,20.0,1000,948.59,907.07,41.52,1.25,1.3,0.0,1.3,482.28,275.2,1875.62,611.76,143.0,2630.38,2.77,Aprobado con Observaciones,Manjar Repostero 1kg,Industrial/Repostería,1.0,4.1,Línea 3 - Continua 2000L,800,Mañana (06:00 - 14:00)
LOT-202607-1000,2026-07-04,PROD001,LIN003,TUR002,3736.85,200.0,20.0,1000,958.96,947.14,11.82,1.25,1.32,0.0,1.32,444.21,354.67,1739.48,575.61,145.2,2460.29,2.57,Aprobado A1,Manjar Tradicional 250g,Familiar,0.25,3.8,Línea 3 - Continua 2000L,800,Tarde (14:00 - 22:00)
LOT-202607-1001,2026-07-04,PROD001,LIN003,TUR003,2707.57,140.0,14.0,700,663.77,651.67,12.1,0.88,0.85,0.0,0.85,306.06,198.17,1256.18,391.05,93.5,1740.73,2.62,Aprobado A1,Manjar Tradicional 250g,Familiar,0.25,3.8,Línea 3 - Continua 2000L,800,Noche (22:00 - 06:00)
LOT-202607-1002,2026-07-05,PROD002,LIN001,TUR003,1168.49,60.0,6.0,300,299.13,291.96,7.17,1.2,1.26,0.0,1.26,152.8,91.7,541.77,194.36,56.7,792.83,2.65,Aprobado A1,Manjar Tradicional 500g,Familiar,0.5,3.8,Línea 1 - Marmitas 500L,250,Noche (22:00 - 06:00)
LOT-202607-1003,2026-07-05,PROD002,LIN002,TUR002,1969.24,100.0,10.0,500,485.62,473.66,11.96,1.0,0.98,0.0,0.98,243.75,148.75,912.08,310.35,73.5,1295.93,2.67,Aprobado A1,Manjar Tradicional 500g,Familiar,0.5,3.8,Línea 2 - Marmitas 1000L,500,Tarde (14:00 - 22:00)
LOT-202607-1004,2026-07-05,PROD001,LIN002,TUR002,1504.56,80.0,8.0,400,381.04,355.7,25.34,0.8,0.83,0.0,0.83,182.12,116.63,699.92,232.54,62.25,994.71,2.61,Rechazado / Reproceso,Manjar Tradicional 250g,Familiar,0.25,3.8,Línea 2 - Marmitas 1000L,500,Tarde (14:00 - 22:00)
LOT-202607-1005,2026-07-05,PROD003,LIN002,TUR002,1878.86,100.0,10.0,500,486.84,472.43,14.41,1.0,0.95,0.0,0.95,245.44,166.18,874.12,314.47,71.25,1259.84,2.59,Aprobado con Observaciones,Manjar Tradicional 1kg,Familiar,1.0,3.8,Línea 2 - Marmitas 1000L,500,Tarde (14:00 - 22:00)
LOT-202607-1006,2026-07-05,PROD003,LIN003,TUR003,3095.61,160.0,16.0,800,768.31,726.99,41.32,1.0,0.98,0.42,1.4,394.51,256.98,1436.16,504.25,154.0,2094.41,2.73,Rechazado / Reproceso,Manjar Tradicional 1kg,Familiar,1.0,3.8,Línea 3 - Continua 2000L,800,Noche (22:00 - 06:00)
LOT-202607-1007,2026-07-05,PROD005,LIN003,TUR003,4448.47,200.0,20.0,1000,981.4,924.36,57.04,1.25,1.23,0.25,1.48,484.8,339.25,2038.36,622.47,162.8,2823.63,2.88,Rechazado / Reproceso,Manjar Alfajorero 5kg,Industrial,5.0,4.3,Línea 3 - Continua 2000L,800,Noche (22:00 - 06:00)
LOT-202607-1008,2026-07-06,PROD004,LIN001,TUR003,1241.77,60.0,6.0,300,289.88,282.97,6.91,1.2,1.23,0.0,1.23,150.94,96.41,572.54,192.7,55.35,820.59,2.83,Aprobado A1,Manjar Repostero 1kg,Industrial/Repostería,1.0,4.1,Línea 1 - Marmitas 500L,250,Noche (22:00 - 06:00)
LOT-202607-1009,2026-07-06,PROD005,LIN002,TUR001,2516.37,120.0,12.0,600,586.94,576.09,10.85,1.2,1.18,0.0,1.18,274.81,216.69,1158.88,355.77,88.5,1603.15,2.73,Aprobado A1,Manjar Alfajorero 5kg,Industrial,5.0,4.3,Línea 2 - Marmitas 1000L,500,Mañana (06:00 - 14:00)
LOT-202607-1010,2026-07-06,PROD005,LIN002,TUR002,2527.11,120.0,12.0,600,592.58,580.21,12.37,1.2,1.14,0.0,1.14,303.07,214.03,1163.39,389.37,85.5,1638.26,2.76,Aprobado A1,Manjar Alfajorero 5kg,Industrial,5.0,4.3,Línea 2 - Marmitas 1000L,500,Tarde (14:00 - 22:00)
LOT-202607-1011,2026-07-07,PROD005,LIN001,TUR001,882.69,40.0,4.0,200,198.22,190.82,7.4,0.8,0.8,0.0,0.8,101.6,68.52,404.73,130.14,36.0,570.87,2.88,Aprobado con Observaciones,Manjar Alfajorero 5kg,Industrial,5.0,4.3,Línea 1 - Marmitas 500L,250,Mañana (06:00 - 14:00)
LOT-202607-1012,2026-07-07,PROD002,LIN002,TUR002,1856.31,100.0,10.0,500,487.49,480.19,7.3,1.0,1.05,0.0,1.05,253.06,179.62,864.65,325.23,78.75,1268.63,2.6,Aprobado A1,Manjar Tradicional 500g,Familiar,0.5,3.8,Línea 2 - Marmitas 1000L,500,Tarde (14:00 - 22:00)
LOT-202607-1013,2026-07-07,PROD005,LIN002,TUR001,2552.31,120.0,12.0,600,571.28,563.56,7.72,1.2,1.28,0.28,1.56,283.33,193.94,1173.97,363.27,117.0,1654.24,2.9,Aprobado A1,Manjar Alfajorero 5kg,Industrial,5.0,4.3,Línea 2 - Marmitas 1000L,500,Mañana (06:00 - 14:00)
LOT-202607-1014,2026-07-07,PROD002,LIN003,TUR002,3887.25,200.0,20.0,1000,989.09,920.4,68.69,1.25,1.24,0.18,1.42,525.63,295.42,1802.64,666.21,156.2,2625.05,2.65,Rechazado / Reproceso,Manjar Tradicional 500g,Familiar,0.5,3.8,Línea 3 - Continua 2000L,800,Tarde (14:00 - 22:00)
LOT-202607-1015,2026-07-07,PROD002,LIN003,TUR001,2608.83,140.0,14.0,700,661.86,647.62,14.24,0.88,0.87,0.0,0.87,354.76,241.29,1214.71,454.67,95.7,1765.08,2.67,Aprobado A1,Manjar Tradicional 500g,Familiar,0.5,3.8,Línea 3 - Continua 2000L,800,Mañana (06:00 - 14:00)
LOT-202607-1016,2026-07-07,PROD005,LIN003,TUR002,3374.7,160.0,16.0,800,813.33,781.11,32.22,1.0,0.96,0.4,1.36,426.07,290.24,1553.37,546.11,149.6,2249.08,2.77,Aprobado con Observaciones,Manjar Alfajorero 5kg,Industrial,5.0,4.3,Línea 3 - Continua 2000L,800,Tarde (14:00 - 22:00)
LOT-202607-1017,2026-07-08,PROD004,LIN001,TUR003,1060.78,50.0,5.0,250,249.4,246.61,2.79,1.0,1.0,0.61,1.61,129.44,75.02,488.03,164.33,72.45,724.81,2.91,Aprobado A1,Manjar Repostero 1kg,Industrial/Repostería,1.0,4.1,Línea 1 - Marmitas 500L,250,Noche (22:00 - 06:00)
LOT-202607-1018,2026-07-08,PROD005,LIN001,TUR001,1330.38,60.0,6.0,300,297.49,292.46,5.03,1.2,1.24,0.66,1.9,149.64,92.45,609.76,190.66,85.5,885.92,2.98,Aprobado A1,Manjar Alfajorero 5kg,Industrial,5.0,4.3,Línea 1 - Marmitas 500L,250,Mañana (06:00 - 14:00)
LOT-202607-1019,2026-07-08,PROD002,LIN002,TUR001,1908.24,100.0,10.0,500,497.27,490.95,6.32,1.0,0.98,0.57,1.55,250.49,173.56,886.46,321.42,116.25,1324.13,2.66,Aprobado A1,Manjar Tradicional 500g,Familiar,0.5,3.8,Línea 2 - Marmitas 1000L,500,Mañana (06:00 - 14:00)
LOT-202607-1020,2026-07-08,PROD003,LIN003,TUR002,2586.36,140.0,14.0,700,649.82,645.06,4.76,0.88,0.86,0.46,1.32,329.37,192.74,1205.27,418.37,145.2,1768.84,2.72,Aprobado A1,Manjar Tradicional 1kg,Familiar,1.0,3.8,Línea 3 - Continua 2000L,800,Tarde (14:00 - 22:00)
LOT-202607-1021,2026-07-09,PROD004,LIN001,TUR003,1225.09,60.0,6.0,300,297.25,278.25,19.0,1.2,1.19,0.79,1.98,154.63,92.4,565.54,196.64,89.1,851.28,2.86,Rechazado / Reproceso,Manjar Repostero 1kg,Industrial/Repostería,1.0,4.1,Línea 1 - Marmitas 500L,250,Noche (22:00 - 06:00)
LOT-202607-1022,2026-07-09,PROD005,LIN002,TUR003,2600.13,120.0,12.0,600,576.91,549.38,27.53,1.2,1.24,0.74,1.98,287.02,190.71,1194.05,367.31,148.5,1709.86,2.96,Aprobado con Observaciones,Manjar Alfajorero 5kg,Industrial,5.0,4.3,Línea 2 - Marmitas 1000L,500,Noche (22:00 - 06:00)
LOT-202607-1023,2026-07-09,PROD005,LIN003,TUR001,3059.19,140.0,14.0,700,699.04,673.51,25.53,0.88,0.88,0.29,1.17,334.75,211.07,1403.86,427.03,128.7,1959.59,2.8,Aprobado con Observaciones,Manjar Alfajorero 5kg,Industrial,5.0,4.3,Línea 3 - Continua 2000L,800,Mañana (06:00 - 14:00)
LOT-202607-1024,2026-07-10,PROD003,LIN001,TUR002,1109.71,60.0,6.0,300,288.94,284.81,4.13,1.2,1.26,0.6,1.86,142.39,103.58,517.08,183.3,83.7,784.08,2.71,Aprobado A1,Manjar Tradicional 1kg,Familiar,1.0,3.8,Línea 1 - Marmitas 500L,250,Tarde (14:00 - 22:00)
LOT-202607-1025,2026-07-10,PROD003,LIN002,TUR001,2335.87,120.0,12.0,600,603.78,561.96,41.82,1.2,1.16,0.0,1.16,321.95,210.77,1083.07,411.63,87.0,1581.7,2.62,Rechazado / Reproceso,Manjar Tradicional 1kg,Familiar,1.0,3.8,Línea 2 - Marmitas 1000L,500,Mañana (06:00 - 14:00)
LOT-202607-1026,2026-07-10,PROD003,LIN002,TUR003,2252.88,120.0,12.0,600,597.65,587.94,9.71,1.2,1.23,0.0,1.23,311.44,198.58,1048.21,397.56,92.25,1538.02,2.57,Aprobado A1,Manjar Tradicional 1kg,Familiar,1.0,3.8,Línea 2 - Marmitas 1000L,500,Noche (22:00 - 06:00)
LOT-202607-1027,2026-07-10,PROD001,LIN002,TUR002,1875.22,100.0,10.0,500,491.92,485.56,6.36,1.0,0.99,0.0,0.99,252.53,154.76,872.59,321.61,74.25,1268.45,2.58,Aprobado A1,Manjar Tradicional 250g,Familiar,0.25,3.8,Línea 2 - Marmitas 1000L,500,Tarde (14:00 - 22:00)
LOT-202607-1028,2026-07-10,PROD002,LIN003,TUR002,3720.72,200.0,20.0,1000,986.67,974.13,12.54,1.25,1.28,0.52,1.8,481.86,345.36,1732.7,619.68,198.0,2550.38,2.58,Aprobado A1,Manjar Tradicional 500g,Familiar,0.5,3.8,Línea 3 - Continua 2000L,800,Tarde (14:00 - 22:00)
LOT-202607-1029,2026-07-11,PROD002,LIN001,TUR002,775.56,40.0,4.0,200,193.41,184.0,9.41,0.8,0.79,0.0,0.79,96.24,60.85,359.74,122.79,35.55,518.08,2.68,Aprobado con Observaciones,Manjar Tradicional 500g,Familiar,0.5,3.8,Línea 1 - Marmitas 500L,250,Tarde (14:00 - 22:00)
LOT-202607-1030,2026-07-11,PROD005,LIN002,TUR003,2593.84,120.0,12.0,600,601.14,553.84,47.3,1.2,1.26,0.0,1.26,323.76,190.28,1191.41,411.35,94.5,1697.26,2.82,Rechazado / Reproceso,Manjar Alfajorero 5kg,Industrial,5.0,4.3,Línea 2 - Marmitas 1000L,500,Noche (22:00 - 06:00)
LOT-202607-1031,2026-07-11,PROD002,LIN002,TUR002,2344.35,120.0,12.0,600,563.53,527.9,35.63,1.2,1.18,0.82,2.0,295.59,199.76,1086.63,378.68,150.0,1615.31,2.87,Rechazado / Reproceso,Manjar Tradicional 500g,Familiar,0.5,3.8,Línea 2 - Marmitas 1000L,500,Tarde (14:00 - 22:00)
LOT-202607-1032,2026-07-11,PROD005,LIN003,TUR002,4311.4,200.0,20.0,1000,997.96,987.44,10.52,1.25,1.19,0.0,1.19,462.19,321.87,1980.79,593.25,130.9,2704.94,2.71,Aprobado A1,Manjar Alfajorero 5kg,Industrial,5.0,4.3,Línea 3 - Continua 2000L,800,Tarde (14:00 - 22:00)
LOT-202607-1033,2026-07-11,PROD001,LIN003,TUR003,2758.25,140.0,14.0,700,701.33,670.25,31.08,0.88,0.89,0.0,0.89,350.7,226.23,1277.46,447.99,97.9,1823.35,2.6,Aprobado con Observaciones,Manjar Tradicional 250g,Familiar,0.25,3.8,Línea 3 - Continua 2000L,800,Noche (22:00 - 06:00)
LOT-202607-1034,2026-07-11,PROD005,LIN003,TUR003,4439.44,200.0,20.0,1000,928.0,908.89,19.11,1.25,1.26,0.27,1.53,427.85,320.23,2034.56,551.85,168.3,2754.71,2.97,Aprobado A1,Manjar Alfajorero 5kg,Industrial,5.0,4.3,Línea 3 - Continua 2000L,800,Noche (22:00 - 06:00)
LOT-202607-1035,2026-07-12,PROD004,LIN001,TUR002,1217.52,60.0,6.0,300,303.25,299.33,3.92,1.2,1.26,0.0,1.26,148.42,107.16,562.36,190.96,56.7,810.02,2.67,Aprobado A1,Manjar Repostero 1kg,Industrial/Repostería,1.0,4.1,Línea 1 - Marmitas 500L,250,Tarde (14:00 - 22:00)
LOT-202607-1036,2026-07-12,PROD002,LIN001,TUR001,753.76,40.0,4.0,200,188.13,186.01,2.12,0.8,0.84,0.0,0.84,92.51,61.74,350.58,118.42,37.8,506.8,2.69,Aprobado A1,Manjar Tradicional 500g,Familiar,0.5,3.8,Línea 1 - Marmitas 500L,250,Mañana (06:00 - 14:00)
LOT-202607-1037,2026-07-12,PROD001,LIN001,TUR003,777.45,40.0,4.0,200,193.89,191.56,2.33,0.8,0.85,0.0,0.85,96.19,61.43,360.53,122.8,38.25,521.58,2.69,Aprobado A1,Manjar Tradicional 250g,Familiar,0.25,3.8,Línea 1 - Marmitas 500L,250,Noche (22:00 - 06:00)
LOT-202607-1038,2026-07-12,PROD003,LIN002,TUR001,2330.66,120.0,12.0,600,592.31,584.07,8.24,1.2,1.25,0.0,1.25,316.8,192.08,1080.88,403.21,93.75,1577.84,2.66,Aprobado A1,Manjar Tradicional 1kg,Familiar,1.0,3.8,Línea 2 - Marmitas 1000L,500,Mañana (06:00 - 14:00)
LOT-202607-1039,2026-07-13,PROD001,LIN001,TUR001,1116.08,60.0,6.0,300,297.11,292.04,5.07,1.2,1.16,0.0,1.16,138.77,106.87,519.75,179.35,52.2,751.3,2.53,Aprobado A1,Manjar Tradicional 250g,Familiar,0.25,3.8,Línea 1 - Marmitas 500L,250,Mañana (06:00 - 14:00)
LOT-202607-1040,2026-07-13,PROD001,LIN001,TUR002,773.64,40.0,4.0,200,188.18,182.92,5.26,0.8,0.81,0.0,0.81,88.2,64.0,358.93,113.52,36.45,508.9,2.7,Aprobado con Observaciones,Manjar Tradicional 250g,Familiar,0.25,3.8,Línea 1 - Marmitas 500L,250,Tarde (14:00 - 22:00)
